ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA, LAT, LONG, DATE, COUNCIL
T20180005293,2018-03-14,21:25:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,316337,2,0,0,3,0,3,1,1,Cross intersection,3,60,,144.245145,-36.759813,20180314,BENDIGO
T20180005164,2018-03-18,13:20:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,328723,2,0,1,0,4,5,1,5,Not at intersection,2,100,,144.596232,-36.512381,20180318,BENDIGO
T20180005373,2018-03-21,23:25:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,328358,2,0,1,0,0,1,1,5,Not at intersection,2,50,,144.246292,-36.72075,20180321,BENDIGO
T20180005388,2018-03-22,11:05:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,49321,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,144.305216,-36.773247,20180322,BENDIGO
T20180005567,2018-03-24,12:40:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,19418,1,0,1,0,0,1,1,1,Cross intersection,2,60,Arterial Highway,144.132975,-36.735691,20180324,BENDIGO
T20180005554,2018-03-24,01:48:00,4,Collision with a fixed object,6,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,335639,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,144.25761,-36.746962,20180324,BENDIGO
T20180006506,2018-03-26,19:45:00,3,Struck animal,1,Monday,167,STRUCK ANIMAL,2,328974,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Other,144.222568,-36.68177,20180326,BENDIGO
T20180006457,2018-03-26,17:30:00,4,Collision with a fixed object,2,Monday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,331237,1,0,1,0,0,1,2,5,Not at intersection,2,70,Arterial Highway,144.241937,-36.80404,20180326,BENDIGO
T20180006977,2018-03-28,15:14:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,59813,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,144.280406,-36.776042,20180328,BENDIGO
T20180005971,2018-03-29,13:10:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49318,2,0,0,1,1,2,1,4,Multiple intersection,3,60,Arterial Highway,144.287376,-36.758373,20180329,BENDIGO
T20180006310,2018-03-30,17:50:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),9,330020,1,0,1,0,0,1,2,2,T intersection,2,60,Local Road,144.301181,-36.764278,20180330,BENDIGO
T20180006230,2018-04-02,07:30:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,59621,1,0,0,1,0,1,1,2,T intersection,3,60,Arterial Highway,144.258499,-36.748537,20180402,BENDIGO
T20180012120,2018-04-02,14:40:00,1,Collision with vehicle,2,Monday,141,U TURN INTO FIXED OBJECT/PARKED VEHICLE,1,332252,2,0,1,0,1,2,2,2,T intersection,2,100,,144.718377,-36.974717,20180402,BENDIGO
T20180006751,2018-04-04,21:50:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,329561,1,0,1,0,1,2,1,2,T intersection,2,60,Arterial Highway,144.238124,-36.818711,20180404,BENDIGO
T20180010165,2018-04-05,11:00:00,1,Collision with vehicle,5,Thursday,132,RIGHT REAR.,1,331571,2,0,0,4,1,5,2,5,Not at intersection,3,60,,144.262858,-36.756188,20180405,BENDIGO
T20180006455,2018-04-05,09:20:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,329641,2,1,1,0,0,2,1,5,Not at intersection,1,100,Arterial Highway,144.48954,-36.783589,20180405,BENDIGO
T20180006590,2018-04-07,11:10:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,331234,1,0,1,0,0,1,1,2,T intersection,2,50,Local Road,144.25857,-36.720927,20180407,BENDIGO
T20180011076,2018-04-09,07:50:00,8,No collision and no object struck,2,Monday,170,OFF CARRIAGEWAY TO LEFT,1,331559,1,0,0,1,0,1,2,5,Not at intersection,3,50,Arterial Other,144.281172,-36.751563,20180409,BENDIGO
T20180006840,2018-04-09,17:55:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,3,259074,2,0,0,1,1,2,2,5,Not at intersection,3,60,Local Road,144.277898,-36.759087,20180409,BENDIGO
T20180006870,2018-04-11,18:57:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),3,249820,2,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Highway,144.251678,-36.778348,20180411,BENDIGO
T20180007185,2018-04-16,14:10:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,329644,1,0,2,0,0,2,1,5,Not at intersection,2,100,Local Road,144.35047,-36.747289,20180416,BENDIGO
T20180007266,2018-04-17,17:16:00,8,No collision and no object struck,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,2,329477,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.250949,-36.792594,20180417,BENDIGO
T20180007479,2018-04-20,16:40:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51532,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,144.260992,-36.732936,20180420,BENDIGO
T20180007477,2018-04-20,15:22:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,329731,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,144.25446,-36.76984,20180420,BENDIGO
T20180007570,2018-04-22,04:40:00,4,Collision with a fixed object,1,Sunday,175,OFF END OF ROAD/T-INTERSECTION.,5,331229,1,0,0,1,0,1,1,2,T intersection,3,100,Local Road,144.204137,-36.71799,20180422,BENDIGO
T20180007731,2018-04-23,15:25:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,329701,1,0,1,0,0,1,1,5,Not at intersection,2,50,,144.303364,-36.780707,20180423,BENDIGO
T20180007892,2018-04-27,08:10:00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,35819,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,144.302639,-36.777405,20180427,BENDIGO
T20180007999,2018-04-28,13:25:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,329788,2,0,0,3,0,3,1,2,T intersection,3,50,Local Road,144.285248,-36.751453,20180428,BENDIGO
T20180010183,2018-04-28,10:15:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,33725,2,0,0,1,4,5,1,1,Cross intersection,3,50,Arterial Highway,144.252546,-36.717914,20180428,BENDIGO
T20180008143,2018-04-30,19:15:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,3,51555,2,0,2,0,1,3,1,2,T intersection,2,60,Arterial Highway,144.258307,-36.744074,20180430,BENDIGO
T20180008144,2018-04-30,14:00:00,1,Collision with vehicle,1,Monday,130,REAR END(VEHICLES IN SAME LANE),1,51515,2,0,0,1,3,4,2,1,Cross intersection,3,60,Arterial Highway,144.311835,-36.722477,20180430,BENDIGO
T20180008130,2018-04-30,14:15:00,1,Collision with vehicle,2,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),1,51717,3,0,1,0,2,3,1,1,Cross intersection,2,60,,144.240831,-36.788699,20180430,BENDIGO
T20180008134,2018-04-30,15:00:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,51627,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Highway,144.273591,-36.761102,20180430,BENDIGO
T20180008175,2018-05-01,10:15:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59498,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,144.252311,-36.720395,20180501,BENDIGO
T20180008396,2018-05-03,17:53:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),3,51903,2,0,0,1,1,2,1,2,T intersection,3,80,Arterial Highway,144.317907,-36.695965,20180503,BENDIGO
T20180008397,2018-05-03,17:00:00,1,Collision with vehicle,4,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51546,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,144.299855,-36.740214,20180503,BENDIGO
T20180008387,2018-05-03,21:50:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,6,335641,1,0,1,0,0,1,1,2,T intersection,2,60,Local Road,144.242079,-36.724796,20180503,BENDIGO
T20180008459,2018-05-04,19:20:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,29982,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,144.280297,-36.761342,20180504,BENDIGO
T20180008475,2018-05-04,21:03:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,3,44630,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.270579,-36.763471,20180504,BENDIGO
T20180008509,2018-05-05,12:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,331126,3,0,1,0,9,10,1,5,Not at intersection,2,80,Arterial Highway,144.240562,-36.80945,20180505,BENDIGO
T20180008824,2018-05-10,09:00:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,330289,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,144.25722,-36.71888,20180510,BENDIGO
T20180008858,2018-05-10,13:15:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,332662,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,144.225516,-36.856468,20180510,BENDIGO
T20180008989,2018-05-12,05:00:00,7,Fall from or in moving vehicle,7,Saturday,190,FELL IN/FROM VEHICLE,6,330896,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,144.283797,-36.746738,20180512,BENDIGO
T20180009007,2018-05-12,16:55:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,332092,2,0,2,1,0,3,1,5,Not at intersection,2,100,Arterial Highway,144.228538,-36.851749,20180512,BENDIGO
T20180008993,2018-05-12,09:50:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,330462,2,0,0,1,1,2,1,5,Not at intersection,3,80,Arterial Highway,144.695297,-36.908931,20180512,BENDIGO
T20180009107,2018-05-14,11:15:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,332294,2,0,1,0,1,2,1,5,Not at intersection,2,70,Local Road,144.201088,-36.756939,20180514,BENDIGO
T20180009288,2018-05-16,21:00:00,6,Vehicle overturned (no collision),4,Wednesday,170,OFF CARRIAGEWAY TO LEFT,5,330496,1,1,0,0,0,1,1,5,Not at intersection,1,100,,144.248972,-36.553809,20180516,BENDIGO
T20180009303,2018-05-17,06:30:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,5,331344,2,0,2,0,0,2,1,5,Not at intersection,2,100,Local Road,144.732161,-36.887005,20180517,BENDIGO
T20180009434,2018-05-18,19:20:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,3,306745,2,0,1,2,0,3,1,2,T intersection,2,80,Arterial Highway,144.694637,-36.907962,20180518,BENDIGO
T20180014816,2018-05-19,21:30:00,6,Vehicle overturned (no collision),7,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,5,335982,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,144.235041,-36.76312,20180519,BENDIGO
T20180009563,2018-05-21,11:10:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51720,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,144.235831,-36.790972,20180521,BENDIGO
T20180010118,2018-05-22,09:30:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59807,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,144.295588,-36.774808,20180522,BENDIGO
T20180009712,2018-05-23,08:30:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,51528,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.306235,-36.729707,20180523,BENDIGO
T20180010376,2018-06-01,09:00:00,2,Struck Pedestrian,5,Friday,104,PED WALKING WITH TRAFFIC,1,331343,1,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,144.713319,-36.929109,20180601,BENDIGO
T20180010315,2018-06-01,10:10:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,331185,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Highway,144.258236,-36.747541,20180601,BENDIGO
T20180013640,2018-06-04,10:00:00,6,Vehicle overturned (no collision),2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,332725,1,0,0,1,0,1,2,2,T intersection,3,50,Local Road,144.296939,-36.770528,20180604,BENDIGO
T20180010602,2018-06-05,08:40:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,339628,2,0,0,2,1,3,2,5,Not at intersection,3,60,Arterial Highway,144.300742,-36.736821,20180605,BENDIGO
T20180010684,2018-06-06,16:08:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,358958,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,144.278599,-36.73362,20180606,BENDIGO
T20180010799,2018-06-08,15:10:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,343920,2,0,2,1,0,3,1,2,T intersection,2,60,Local Road,144.306398,-36.742093,20180608,BENDIGO
T20180010856,2018-06-09,09:40:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,58082,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,144.341989,-36.810501,20180609,BENDIGO
T20180010981,2018-06-11,11:10:00,1,Collision with vehicle,2,Monday,159,OTHER OVERTAKING MANOEUVRES NOT INCLUDED IN DCAs 150-154,1,331411,4,1,0,1,5,7,1,5,Not at intersection,1,100,Arterial Highway,144.702688,-36.86271,20180611,BENDIGO
T20180011771,2018-06-13,15:15:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),9,59689,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,144.269248,-36.757777,20180613,BENDIGO
T20180011420,2018-06-18,16:30:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,44715,1,0,1,0,1,2,1,1,Cross intersection,2,50,Arterial Highway,144.253698,-36.718652,20180618,BENDIGO
T20180012105,2018-06-18,06:23:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,44630,3,0,0,3,2,5,1,1,Cross intersection,3,60,Arterial Highway,144.270579,-36.763471,20180618,BENDIGO
T20180011758,2018-06-23,12:40:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,336728,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,144.317434,-36.75924,20180623,BENDIGO
T20180011841,2018-06-24,17:30:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,331894,1,0,0,1,4,5,1,5,Not at intersection,3,100,,144.17356,-36.80456,20180624,BENDIGO
T20180014506,2018-06-29,18:18:00,3,Struck animal,6,Friday,167,STRUCK ANIMAL,9,335935,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway,144.22176,-36.86152,20180629,BENDIGO
T20180013485,2018-07-07,14:30:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,335833,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,144.250142,-36.70687,20180707,BENDIGO
T20180012853,2018-07-09,12:40:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,55312,2,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Other,144.69859,-36.916379,20180709,BENDIGO
T20180012859,2018-07-09,10:33:00,6,Vehicle overturned (no collision),1,Monday,170,OFF CARRIAGEWAY TO LEFT,1,335795,1,0,0,1,0,1,1,9,Unknown,3,100,,144.57625,-36.486852,20180709,BENDIGO
T20180012978,2018-07-10,14:45:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,332647,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,144.390833,-36.83234,20180710,BENDIGO
T20180013217,2018-07-14,00:15:00,6,Vehicle overturned (no collision),7,Saturday,182,OFF CARRIAGEWAY ON LEFT BEND,5,336782,1,0,1,1,0,2,1,5,Not at intersection,2,100,Local Road,144.122227,-36.865666,20180714,BENDIGO
T20180013304,2018-07-15,15:30:00,6,Vehicle overturned (no collision),1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,29984,1,0,0,1,0,1,1,1,Cross intersection,3,60,Local Road,144.285093,-36.776419,20180715,BENDIGO
T20180013434,2018-07-17,18:50:00,4,Collision with a fixed object,3,Tuesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,332834,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,144.403389,-36.654939,20180717,BENDIGO
T20180014082,2018-07-18,08:25:00,1,Collision with vehicle,3,Wednesday,134,LANE CHANGE RIGHT (NOT OVERTAKING),1,338404,2,0,0,1,1,2,2,4,Multiple intersection,3,50,Local Road,144.292105,-36.769101,20180718,BENDIGO
T20180013729,2018-07-18,13:30:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,332714,1,0,0,1,0,1,1,5,Not at intersection,3,100,Local Road,144.300472,-36.689461,20180718,BENDIGO
T20180013568,2018-07-19,17:46:00,1,Collision with vehicle,5,Thursday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,2,332689,2,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.266655,-36.740064,20180719,BENDIGO
T20180013659,2018-07-20,18:10:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),5,44641,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,144.284369,-36.762292,20180720,BENDIGO
T20180013746,2018-07-22,13:25:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,337210,3,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Other,144.345261,-36.79988,20180722,BENDIGO
T20180014002,2018-07-25,19:30:00,1,Collision with vehicle,3,Wednesday,142,LEAVING PARKING,5,332849,2,1,0,1,0,2,1,5,Not at intersection,1,100,Arterial Highway,144.648717,-36.435979,20180725,BENDIGO
T20180014151,2018-07-28,10:30:00,1,Collision with vehicle,6,Saturday,140,U TURN,1,44715,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Highway,144.253698,-36.718652,20180728,BENDIGO
T20180014259,2018-07-29,20:10:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,35770,2,0,1,1,4,6,1,1,Cross intersection,2,50,Arterial Highway,144.278595,-36.7597,20180729,BENDIGO
T20180014310,2018-07-30,22:49:00,2,Struck Pedestrian,1,Monday,194,PARKED CAR RUN AWAY,3,335900,2,0,0,1,0,1,1,2,T intersection,3,50,Local Road,144.277042,-36.711811,20180730,BENDIGO
T20180014357,2018-07-31,06:50:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,335920,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,144.300339,-36.771391,20180731,BENDIGO
T20180014728,2018-08-05,18:20:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,600634,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.227395,-36.707587,20180805,BENDIGO
T20180014722,2018-08-05,15:46:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,339045,2,0,2,0,1,3,1,2,T intersection,2,60,,144.245191,-36.797906,20180805,BENDIGO
T20180014791,2018-08-06,20:10:00,1,Collision with vehicle,2,Monday,116,LEFT NEAR (INTERSECTIONS ONLY),3,355448,2,0,1,1,2,4,1,1,Cross intersection,2,60,Arterial Highway,144.291828,-36.757281,20180806,BENDIGO
T20180015545,2018-08-09,13:00:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,339766,2,0,0,2,0,2,1,5,Not at intersection,3,60,Arterial Other,144.25917,-36.74057,20180809,BENDIGO
T20180015144,2018-08-11,13:10:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,336972,2,0,1,0,1,2,1,5,Not at intersection,2,100,,144.156535,-36.626492,20180811,BENDIGO
T20180015174,2018-08-11,20:00:00,1,Collision with vehicle,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,337124,2,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road,144.319271,-36.76636,20180811,BENDIGO
T20180015165,2018-08-11,18:45:00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL,5,336052,1,0,1,0,0,1,1,2,T intersection,2,100,Local Road,144.451706,-36.689403,20180811,BENDIGO
T20180015384,2018-08-15,07:00:00,1,Collision with vehicle,4,Wednesday,140,U TURN,2,338770,2,0,2,0,0,2,1,5,Not at intersection,2,60,,144.253434,-36.734758,20180815,BENDIGO
T20180015402,2018-08-15,09:15:00,1,Collision with vehicle,3,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,49316,2,0,0,1,0,1,2,1,Cross intersection,3,60,Arterial Other,144.283699,-36.752597,20180815,BENDIGO
T20180015491,2018-08-16,16:40:00,1,Collision with vehicle,4,Thursday,114,TWO RIGHT TURNING (INTERSECTIONS ONLY),1,337398,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,144.241494,-36.724604,20180816,BENDIGO
T20180015755,2018-08-20,19:30:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,336896,1,0,1,1,0,2,1,5,Not at intersection,2,60,Local Road,144.293762,-36.751938,20180820,BENDIGO
T20180017480,2018-08-21,07:30:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,336601,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,144.533777,-36.955738,20180821,BENDIGO
T20180015834,2018-08-22,06:55:00,1,Collision with vehicle,4,Wednesday,129,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.,2,51679,2,0,1,0,1,2,1,1,Cross intersection,2,60,,144.268797,-36.772742,20180822,BENDIGO
T20180015992,2018-08-24,14:35:00,4,Collision with a fixed object,6,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,339030,1,0,2,0,0,2,1,5,Not at intersection,2,60,Arterial Other,144.274504,-36.773011,20180824,BENDIGO
T20180018156,2018-08-25,13:00:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,49321,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,144.305216,-36.773247,20180825,BENDIGO
T20180016103,2018-08-26,07:45:00,2,Struck Pedestrian,1,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,51728,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,144.243898,-36.796822,20180826,BENDIGO
T20180016768,2018-08-29,15:02:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,59790,2,0,1,1,0,2,1,2,T intersection,2,100,Arterial Highway,144.36751,-36.772962,20180829,BENDIGO
T20180016600,2018-09-02,13:45:00,1,Collision with vehicle,1,Sunday,112,LEFT FAR (INTERSECTIONS ONLY),1,59747,2,0,0,1,1,2,2,2,T intersection,3,60,,144.292245,-36.766819,20180902,BENDIGO
T20180016668,2018-09-03,16:10:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,59790,2,0,0,1,1,2,1,2,T intersection,3,100,Arterial Highway,144.36751,-36.772962,20180903,BENDIGO
T20180016669,2018-09-03,18:20:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),2,30031,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Highway,144.291933,-36.757373,20180903,BENDIGO
T20180016663,2018-09-03,15:10:00,4,Collision with a fixed object,2,Monday,151,OUT OF CONTROL (OVERTAKING),1,337084,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.323962,-36.69005,20180903,BENDIGO
T20180016620,2018-09-03,00:01:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,337009,1,0,0,1,0,1,1,2,T intersection,3,60,Local Road,144.229484,-36.781918,20180903,BENDIGO
T20180016911,2018-09-05,00:32:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,337115,1,0,0,1,0,1,1,5,Not at intersection,3,40,,144.281559,-36.75033,20180905,BENDIGO
